Event,Site,Date,Round,White,Black,Result,BlackClock,BlackElo,BlackIsComp,BlackRD,ECO,FICSGamesDBGameNo,PlyCount,Time,TimeControl,WhiteClock,WhiteElo,WhiteIsComp,WhiteRD,AvgEvalOpening,AvgEvalMiddle,AvgEvalEnd,AvgEmtOpening,AvgEmtMiddle,AvgEmtEnd,ResultComment
FICS rated standard game,FICS freechess.org,2023.02.10,?,Najma,kamenozrout,0-1,0:15:00.000,2173,Yes,42.3,A00,530260224,32,03:11:00,900+0,0:15:00.000,1873,,25.8,-8.181818181818182,53.1,-161.7,1.9946000000000002,5.3275,4.0016,[%emt 5.883] White resigns
FICS rated standard game,FICS freechess.org,2023.02.10,?,SEPry,konozrout,1-0,0:15:00.000,2281,Yes,38.2,C11,530260201,109,02:58:00,900+0,0:15:00.000,2311,,43.2,4.405405405405405,179.22222222222223,690.8333333333334,1.1325833333333335,2.9278611111111115,2.688277777777778,[%emt 2.537] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.10,?,kamenozrout,HappyPawns,0-1,0:15:00.000,2727,Yes,58.9,A12,530260161,84,02:44:00,900+1,0:15:00.000,2174,Yes,42.5,-7.0344827586206895,-170.14285714285714,-569.3703703703703,1.17825,3.564392857142857,3.8937037037037037,[%emt 13.49] White resigns
FICS rated standard game,FICS freechess.org,2023.02.10,?,konozrout,SEPry,0-1,0:15:00.000,2303,,43.5,A08,530260136,102,02:33:00,900+0,0:15:00.000,2289,Yes,38.4,-24.457142857142856,-125.08823529411765,-530.4583333333334,1.3134117647058825,2.381529411764706,2.3970909090909087,[%emt 12.035] White resigns
FICS rated standard game,FICS freechess.org,2023.02.10,?,Indrayoga,GriffySr,0-1,0:15:00.000,2038,Yes,30.7,B52,530260114,26,02:41:00,900+0,0:15:00.000,1991,,42.3,22.0,15.875,-496.4375,0.24112499999999998,0.615375,3.596875,[%emt 0.103] White resigns
FICS rated standard game,FICS freechess.org,2023.02.10,?,Speyside,HappyPawns,0-1,0:15:00.000,2726,Yes,59.0,D39,530260108,88,02:21:00,900+1,0:15:00.000,2178,Yes,50.1,-48.56666666666667,-473.55172413793105,-993.54,1.954793103448276,4.402586206896552,1.8003448275862068,[%emt 0.1] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.10,?,SEPry,konozrout,0-1,0:15:00.000,2280,Yes,38.6,C50,530260087,200,02:03:00,900+0,0:15:00.000,2312,,43.8,-133.16417910447763,-54.36363636363637,-712.8333333333334,2.391878787878788,1.989590909090909,0.4484469696969697,[%emt 1.556] White resigns
FICS rated standard game,FICS freechess.org,2023.02.10,?,GriffyJr,HappyPawns,0-1,0:15:00.000,2725,Yes,59.1,E32,530260069,56,02:10:00,900+1,0:15:00.000,2086,Yes,40.7,32.10526315789474,-35.55555555555556,-615.6388888888889,0.503,2.269222222222222,1.0784444444444445,[%emt 15.946] White resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2911,Yes,34.7,D46,530259835,138,23:59:00,900+0,0:15:00.000,2772,Yes,33.1,21.425531914893618,-4.434782608695652,-3.422222222222222,1.855086956521739,3.349652173913043,1.2337333333333331,[%emt 17.7] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.09,?,Limbor,konozrout,0-1,0:15:00.000,2279,Yes,38.8,E90,530259777,35,23:52:00,900+0,0:15:00.000,1838,,36.5,60.166666666666664,72.18181818181819,-96.16666666666667,0.23609090909090905,1.8879090909090912,2.0818636363636362,[%emt 6.734] White resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,konozrout,Limbor,1-0,0:15:00.000,1839,,36.5,B44,530259758,43,23:44:00,900+0,0:15:00.000,2278,Yes,38.9,29.133333333333333,209.57142857142858,239.42857142857142,0.2180714285714286,3.6270000000000002,2.3245714285714283,[%emt 6.72] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2769,Yes,33.2,B67,530259298,112,20:36:00,900+0,0:15:00.000,2914,Yes,34.8,29.526315789473685,46.972972972972975,3.324324324324324,1.3838378378378382,3.480486486486486,1.0318918918918918,[%emt 6.2] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.09,?,Aromas,CeruleanJS,0-1,0:15:00.000,2075,Yes,106.9,B03,530258988,38,19:22:00,900+0,0:15:00.000,1950,,24.9,56.15384615384615,-49.916666666666664,-392.70833333333337,0.18466666666666667,4.33225,2.5550833333333327,[%emt 18.015] White resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,CeruleanJS,Aromas,1-0,0:15:00.000,1956,,25.0,A01,530258969,84,19:02:00,900+0,0:15:00.000,2048,Yes,111.6,-51.37931034482759,102.25,333.9259259259259,4.213821428571428,5.236464285714286,4.7666666666666675,[%emt 9.244] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,konozrout,Demicka,1-0,0:15:00.000,1846,,71.2,E00,530258415,93,17:13:00,900+0,0:15:00.000,2277,Yes,38.8,204.125,404.5483870967742,460.6666666666667,1.3822258064516126,2.1635483870967738,2.606266666666667,[%emt 8.821] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,Demicka,Speyside,0-1,0:30:00.000,2176,Yes,50.0,A56,530258211,63,16:31:00,1800+0,0:30:00.000,1850,,71.6,80.54545454545455,9.19047619047619,-288.0,1.6234761904761903,3.200142857142858,2.7516000000000007,[%emt 1.026] White resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,Speyside,FlyinHawaiian,0-1,0:30:00.000,2284,,253.2,B13,530258043,68,15:51:00,1800+0,0:30:00.000,2182,Yes,50.2,25.695652173913043,-127.0,-144.13636363636363,2.925954545454546,5.041090909090908,2.6655909090909087,[%emt 7.241] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.09,?,ArasanX,exeComp,1/2-1/2,0:16:00.000,2769,Yes,33.9,D11,530257928,341,15:16:00,960+3,0:16:00.000,2769,Yes,33.1,7.228070175438597,-6.115044247787611,8.765486725663717,2.4834070796460175,0.8878053097345133,0.4192300884955753,[%emt 0.181] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.09,?,family,GriffyJr,0-1,0:15:00.000,2079,Yes,40.5,D11,530257845,72,15:47:00,900+0,0:15:00.000,2051,,49.1,10.08,103.16666666666667,-229.52631578947367,0.4895416666666667,0.7312916666666668,1.066086956521739,[%emt 0.1] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.09,?,Speyside,Limbor,1-0,0:30:00.000,1845,,36.9,A45,530257700,13,15:25:00,1800+0,0:30:00.000,2180,Yes,50.4,19.2,34.25,-7.75,0.2515,1.8437499999999998,0.23575000000000002,[%emt 75.607] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,MichaelOgbeide,SRCorney,1-0,0:15:00.000,1946,,33.0,A45,530257523,105,14:42:00,900+0,0:15:00.000,2054,,36.3,170.63888888888889,360.6896551724138,610.3529411764706,0.9071428571428571,3.4957142857142856,1.2137647058823529,[%emt 4.74] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,pikozrout,GoldBarMM,0-1,0:25:00.000,2940,Yes,63.6,C26,530257410,92,13:59:00,1500+4,0:25:00.000,2295,Yes,51.3,-81.35483870967742,-378.7,-540.4833333333333,3.6931000000000003,3.2695999999999996,1.5368166666666667,[%emt 0.156] White resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,SRCorney,MichaelOgbeide,1-0,0:15:00.000,2065,,36.4,B21,530257409,37,14:35:00,900+0,0:15:00.000,1935,,33.1,-32.69230769230769,-291.4166666666667,-423.4,2.6991666666666667,1.5912499999999998,1.7281666666666666,[%emt 2.546] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.09,?,MichaelOgbeide,SRCorney,0-1,0:15:00.000,1924,,33.2,A45,530257363,88,14:08:00,900+0,0:15:00.000,2076,,36.6,20.0,349.44827586206895,-5.285714285714286,1.8972068965517241,3.919172413793103,3.0614137931034486,[%emt 2.168] White resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,exeComp,ArasanX,1/2-1/2,0:16:00.000,2769,Yes,33.2,E24,530257288,80,13:57:00,960+3,0:16:00.000,2769,Yes,34.0,12.25925925925926,-13.423076923076923,-4.0,4.298346153846155,3.401961538461538,1.414269230769231,[%emt 15.534] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.09,?,SRCorney,MichaelOgbeide,0-1,0:15:00.000,2071,,36.8,A40,530257193,88,13:44:00,900+0,0:15:00.000,1929,,33.3,8.466666666666667,133.6206896551724,-153.08695652173913,0.9131034482758621,2.3615862068965514,2.698827586206897,[%emt 37.526] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.09,?,ArasanX,exeComp,1/2-1/2,0:16:00.000,2769,Yes,34.2,A05,530257113,85,13:29:00,960+3,0:16:00.000,2769,Yes,33.4,62.58620689655172,51.607142857142854,9.142857142857142,0.9312142857142859,4.043357142857143,2.7754642857142855,[%emt 10.574] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.09,?,MichaelOgbeide,SRCorney,1-0,0:15:00.000,1934,,33.4,B00,530257060,67,13:30:00,900+0,0:15:00.000,2066,,36.9,81.04347826086956,42.86363636363637,174.75,1.3392272727272727,1.4985454545454544,1.9427272727272729,[%emt 104.897] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.09,?,exeComp,ArasanX,1/2-1/2,0:16:00.000,2769,Yes,33.5,D37,530256963,120,12:56:00,960+3,0:16:00.000,2769,Yes,34.3,-1.4390243902439024,1.7,0.10256410256410256,3.14745,3.7132999999999994,2.436205128205128,[%emt 10.604] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.09,?,pikozrout,GoldBarMM,0-1,0:25:00.000,2939,Yes,63.7,D45,530256906,90,12:40:00,1500+4,0:25:00.000,2295,Yes,51.4,17.70967741935484,-124.63333333333334,-520.3448275862069,0.8128,6.395833333333334,3.9494137931034485,[%emt 3.094] White resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,Demicka,konozrout,0-1,0:15:00.000,2276,Yes,38.7,D10,530256806,54,12:40:00,900+0,0:15:00.000,1852,,72.3,16.526315789473685,-127.72222222222223,-493.29411764705884,4.908722222222221,2.140722222222222,2.2291176470588234,[%emt 25.037] White forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.09,?,GoldBarMM,pikozrout,1-0,0:25:00.000,2295,Yes,51.4,C67,530256673,103,11:57:00,1500+4,0:25:00.000,2938,Yes,63.8,69.28571428571429,339.3235294117647,573.9117647058823,2.988029411764706,3.372735294117647,3.4125294117647056,[%emt 6.921] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,exeComp,carmelovita,1-0,0:15:00.000,1617,,38.1,E00,530256499,45,11:58:00,900+5,0:15:00.000,2769,Yes,34.5,59.5625,559.6666666666666,922.625,0.9806,2.8536,2.9769285714285716,[%emt 0.1] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.09,?,konozrout,Demicka,1-0,0:15:00.000,1855,,72.8,C02,530256398,75,11:40:00,900+0,0:15:00.000,2275,Yes,38.8,80.61538461538461,170.84,421.35714285714283,1.84632,1.6861199999999998,1.5065,[%emt 0.449] Black checkmated
FICS unrated standard game,FICS freechess.org,2023.02.09,?,GoldBarMM,exeComp,1/2-1/2,0:25:00.000,2769,Yes,34.2,B46,530256368,279,10:59:00,1500+0,0:25:00.000,2938,Yes,62.8,10.925531914893616,-10.35483870967742,-10.978260869565217,3.5458387096774193,1.5533010752688172,0.30308695652173917,[%emt 0.203] Game drawn by the 50 move rule
FICS unrated standard game,FICS freechess.org,2023.02.09,?,exeComp,GoldBarMM,1/2-1/2,0:25:00.000,2938,Yes,62.8,C89,530256115,71,10:43:00,1500+0,0:25:00.000,2769,Yes,34.2,39.125,-2.0869565217391304,1.3478260869565217,0.6483478260869565,2.373304347826087,2.0184782608695646,[%emt 7.709] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.09,?,GriffySr,kristijanZD,1/2-1/2,0:15:00.000,2228,,55.0,D35,530255845,96,10:07:00,900+0,0:15:00.000,2034,Yes,30.2,20.454545454545453,36.34375,30.967741935483872,0.97040625,1.188875,0.5580645161290323,[%emt 1.682] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.09,?,konozrout,Demicka,1-0,0:15:00.000,1858,,73.3,A09,530255841,54,10:01:00,900+0,0:15:00.000,2274,Yes,38.8,62.31578947368421,157.22222222222223,436.6470588235294,2.4255,3.4587222222222223,2.385176470588235,[%emt 5.172] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,dapuntos,Aromas,1-0,0:15:00.000,1966,,25.1,C84,530255731,57,09:43:00,900+0,0:15:00.000,2237,,61.7,36.55,272.8421052631579,623.4444444444445,1.2264210526315789,1.8104210526315792,1.1235,[%emt 15.646] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,dapuntos,Aromas,1-0,0:15:00.000,1960,,25.2,C05,530255553,49,09:10:00,900+0,0:15:00.000,2233,,62.3,68.76470588235294,127.8125,193.42857142857142,0.7503125,1.79475,2.2161875,[%emt 11.215] Black checkmated
FICS unrated standard game,FICS freechess.org,2023.02.09,?,HooftRob,Indrayoga,1-0,0:15:00.000,1991,,41.8,C39,530255143,93,07:18:00,900+2,0:15:00.000,2065,,240.5,-54.9375,-16.29032258064516,387.3,1.5824516129032258,2.261322580645161,1.4792666666666667,[%emt 2.934] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,damouno,mcstorytaller,1/2-1/2,0:15:00.000,1929,,30.3,A48,530255001,73,06:49:00,900+5,0:15:00.000,2129,,35.4,44.04,109.0,14.5,0.946875,1.27175,2.1550833333333332,[%emt 2.064] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.09,?,leevorotation,kunde,0-1,0:15:00.000,2048,,28.9,C41,530254981,154,06:38:00,900+0,0:15:00.000,2016,,54.1,87.9423076923077,-43.96078431372549,-554.7450980392157,1.1238823529411763,1.7891372549019606,0.9440588235294117,[%emt 8.136] White resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,mcstorytaller,damouno,0-1,0:15:00.000,2125,,35.6,C02,530254948,146,06:32:00,900+5,0:15:00.000,1933,,30.4,-29.489795918367346,-213.83333333333334,-433.8484848484849,0.7251041666666667,1.2471458333333334,0.91753125,[%emt 1.824] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.09,?,damouno,mcstorytaller,1-0,0:15:00.000,1937,,30.4,D77,530254889,145,05:59:00,900+5,0:15:00.000,2121,,35.7,196.40816326530611,412.2083333333333,755.8936170212766,2.194395833333333,2.5029583333333334,1.0355,[%emt 0.532] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,Wzin,YurijNone,0-1,0:15:00.000,2214,,60.3,C63,530254810,42,06:04:00,900+0,0:15:00.000,1860,,28.7,30.266666666666666,-164.21428571428572,-699.25,0.4330714285714285,3.556142857142857,2.0593846153846154,[%emt 1.784] White resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,mcstorytaller,damouno,0-1,0:15:00.000,2117,,35.8,C02,530254757,92,05:46:00,900+5,0:15:00.000,1941,,30.5,33.096774193548384,-22.866666666666667,-59.172413793103445,0.4738666666666667,1.499533333333333,3.2643999999999997,[%emt 4.307] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.09,?,damouno,mcstorytaller,1-0,0:15:00.000,1945,,30.6,A48,530254695,101,05:26:00,900+5,0:15:00.000,2113,,36.0,102.97058823529412,210.8181818181818,743.0757575757575,2.3836363636363638,1.887969696969697,0.8837272727272727,[%emt 1.408] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,SEPry,konozrout,1-0,0:15:00.000,2281,Yes,38.7,D04,530254668,61,05:25:00,900+0,0:15:00.000,2305,,43.7,28.761904761904763,230.35,603.55,1.7951000000000001,1.6399499999999996,2.7131000000000003,[%emt 2.283] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,Slek,damouno,0-1,0:15:00.000,2104,,36.1,C10,530254619,62,05:12:00,900+0,0:15:00.000,2164,,36.6,12.380952380952381,-97.25,12.5,0.6994499999999999,1.44685,1.482175,[%emt 4.237] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.09,?,damouno,Slek,1-0,0:15:00.000,2174,,36.8,A67,530254568,107,04:51:00,900+0,0:15:00.000,2094,,36.3,116.38888888888889,87.54285714285714,423.95714285714286,1.2960857142857143,4.663257142857144,0.5114428571428571,[%emt 6.099] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,HappyPawns,kamenozrout,1-0,0:15:00.000,2175,Yes,42.0,B01,530254541,67,04:49:00,900+1,0:15:00.000,2724,Yes,58.9,75.52173913043478,451.59090909090907,689.7647058823529,1.458772727272727,3.5619999999999994,2.888363636363636,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,juandavidysabelat,exeComp,0-1,0:15:00.000,2769,Yes,34.2,B46,530254511,44,04:35:00,900+5,0:15:00.000,1585,,166.7,33.53333333333333,-116.14285714285714,-558.3928571428571,0.24442857142857144,4.790428571428571,5.022035714285715,[%emt 0.1] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2023.02.09,?,Slek,damouno,1-0,0:15:00.000,2101,,36.5,C07,530254508,96,04:25:00,900+0,0:15:00.000,2167,,37.0,20.242424242424242,254.875,617.4230769230769,1.3390312500000001,2.71703125,0.5891612903225808,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,YurijNone,Slek,0-1,0:15:00.000,2157,,37.2,A05,530254432,39,04:05:00,900+0,0:15:00.000,2227,,60.7,-9.214285714285714,-8.153846153846153,-484.8333333333333,0.951,8.104,8.6275,[%emt 46.634] White resigns
FICS rated standard game,FICS freechess.org,2023.02.09,?,Sgram,YurijNone,0-1,0:15:00.000,2223,,61.5,C63,530254347,62,03:42:00,900+0,0:15:00.000,1941,,93.3,59.95238095238095,-100.65,-66.29411764705883,0.45545,2.48075,1.4181249999999999,[%emt 1.517] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.08,?,kamenozrout,rumbia,0-1,0:15:00.000,2499,,97.1,D00,530253865,78,23:55:00,900+0,0:15:00.000,2177,Yes,41.9,28.296296296296298,-259.9230769230769,-535.52,2.172923076923077,1.9022692307692306,2.0037599999999998,[%emt 5.507] White resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2917,Yes,34.4,D46,530253844,53,23:48:00,900+0,0:15:00.000,2766,Yes,33.3,26.22222222222222,37.64705882352941,6.705882352941177,0.1335294117647059,0.597529411764706,2.6121470588235294,[%emt 38.458] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.08,?,konozrout,Najma,1-0,0:15:00.000,1880,,24.9,B07,530253683,75,22:43:00,900+0,0:15:00.000,2280,Yes,38.8,79.38461538461539,-212.16,-197.25,1.9223600000000003,4.2778,4.244958333333334,[%emt 15.172] Black forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.08,?,Notarious,exeComp,1/2-1/2,0:15:00.000,2766,Yes,34.0,C96,530253524,290,21:38:00,900+0,0:15:00.000,2920,Yes,34.5,35.103092783505154,9.6875,16.25,2.3774375,0.4869895833333333,0.3194739583333333,[%emt 0.167] Neither player has mating material
FICS rated standard game,FICS freechess.org,2023.02.08,?,venugopal,Slek,0-1,0:15:00.000,2154,,37.2,C42,530253268,48,20:21:00,900+0,0:15:00.000,1910,,25.4,-189.1764705882353,-365.5625,-777.4,0.885,0.858125,0.48866666666666675,[%emt 1.657] White resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,Demicka,konozrout,1-0,0:15:00.000,2295,Yes,38.7,D27,530252313,75,16:27:00,900+0,0:15:00.000,1829,,73.6,-3.5,263.32,587.75,1.1027999999999998,2.6662800000000004,3.360125,[%emt 8.957] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,family,GriffyJr,1-0,0:15:00.000,2088,Yes,40.1,A46,530252243,111,16:23:00,900+0,0:15:00.000,2042,,49.1,72.60526315789474,-18.7027027027027,116.80555555555556,0.7855135135135135,0.7524054054054056,0.40313888888888894,[%emt 12.833] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,konozrout,Demicka,1-0,0:15:00.000,1831,,74.0,A31,530252193,31,16:16:00,900+0,0:15:00.000,2294,Yes,38.8,18.636363636363637,106.5,122.1,0.3549,2.2716999999999996,1.7625999999999997,[%emt 38.519] Black forfeits by disconnection
FICS rated standard game,FICS freechess.org,2023.02.08,?,exeComp,Notarious,1/2-1/2,0:15:00.000,2923,Yes,34.5,C67,530251855,210,14:54:00,900+0,0:15:00.000,2763,Yes,34.0,34.732394366197184,19.428571428571427,15.26086956521739,1.9406857142857141,1.5103571428571427,0.5910000000000001,[%emt 1.03] Neither player has mating material
FICS rated standard game,FICS freechess.org,2023.02.08,?,GriffyJr,HappyPawns,0-1,0:15:00.000,2723,Yes,58.8,D35,530251781,70,15:01:00,900+1,0:15:00.000,2088,Yes,40.4,43.75,-57.43478260869565,-307.4782608695652,1.1234347826086957,2.6127826086956527,1.5841739130434782,[%emt 10.234] White resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,Demicka,Speyside,0-1,0:30:00.000,2194,Yes,50.1,D26,530251164,84,12:52:00,1800+0,0:30:00.000,1835,,74.4,99.06896551724138,340.4642857142857,-31.22222222222222,2.4353928571428574,3.871892857142857,5.330370370370368,[%emt 6.32] White resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,Notarious,ArasanX,1-0,0:15:00.000,2771,Yes,33.1,B69,530251120,297,12:53:00,900+0,0:15:00.000,2918,Yes,34.6,37.2,49.02020202020202,99.48979591836735,2.9461515151515156,0.42529292929292933,0.39733673469387754,[%emt 0.13] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,pikozrout,Rawer,1-0,0:15:00.000,1718,,326.3,D31,530251109,47,13:13:00,900+0,0:15:00.000,2293,Yes,51.0,82.0,305.2,347.2,0.9908,2.4106,0.8124000000000001,[%emt 0.45] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.08,?,Rawer,exeComp,0-1,0:15:00.000,2763,Yes,34.0,A00,530251068,5,13:11:00,900+5,0:15:00.000,1720,,348.2,-6.0,-37.0,-21.0,0.0,0.0,0.532,[%emt 1.87] White resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,Polymorphe,MichaelOgbeide,0-1,0:15:00.000,2079,,37.1,C11,530251043,46,12:52:00,900+0,0:15:00.000,1970,,51.5,22.4375,48.4,-570.2,0.3887333333333333,5.428800000000001,2.0718,[%emt 2.405] White resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,MichaelOgbeide,Polymorphe,1-0,0:15:00.000,1976,,52.0,C47,530250945,85,12:35:00,900+0,0:15:00.000,2073,,37.2,40.275862068965516,170.28571428571428,595.9230769230769,1.5689642857142856,2.387357142857143,1.856785714285714,[%emt 6.007] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.08,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2921,Yes,34.7,D02,530250704,106,11:53:00,900+0,0:15:00.000,2768,Yes,33.2,-3.7222222222222223,-19.428571428571427,-3.2285714285714286,1.5952857142857144,2.5589999999999997,2.069771428571428,[%emt 32.165] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.08,?,exeComp,Hutnik,1/2-1/2,0:15:00.000,2812,Yes,59.6,A30,530250692,211,11:39:00,900+1,0:15:00.000,2762,Yes,34.0,38.45070422535211,11.771428571428572,-0.4857142857142857,2.9152142857142858,1.4937285714285713,0.6389857142857144,[%emt 2.83] Neither player has mating material
FICS rated standard game,FICS freechess.org,2023.02.08,?,SpeckEngine,brzaruka,0-1,1:00:00.000,2052,,139.1,A46,530250483,140,10:35:00,3600+0,1:00:00.000,2011,Yes,34.0,-94.40425531914893,-388.95652173913044,-357.1547619047619,2.0285434782608696,3.058717391304348,1.2927391304347826,[%emt 9.542] White resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,Hutnik,exeComp,1/2-1/2,0:15:00.000,2761,Yes,34.1,A22,530250456,94,11:21:00,900+1,0:15:00.000,2814,Yes,60.5,2.78125,14.258064516129032,1.6129032258064515,1.753258064516129,2.458129032258065,3.005322580645161,[%emt 11.348] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.08,?,mcstorytaller,damouno,1-0,0:15:00.000,2113,,36.2,C02,530250373,83,11:14:00,900+5,0:15:00.000,1933,,30.1,55.642857142857146,123.18518518518519,744.1666666666666,1.0503703703703704,1.1342222222222222,2.4102407407407407,[%emt 5.836] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,HappyPawns,kamenozrout,1-0,0:15:00.000,2177,Yes,41.8,A57,530250331,75,11:01:00,900+1,0:15:00.000,2722,Yes,58.9,57.07692307692308,174.08,501.3333333333333,2.2593199999999998,3.8434399999999997,3.6251666666666664,[%emt 14.643] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,exeComp,Hutnik,1/2-1/2,0:15:00.000,2816,Yes,61.4,C65,530250322,92,10:59:00,900+1,0:15:00.000,2760,Yes,34.3,17.903225806451612,1.2333333333333334,-14.1,1.3357999999999999,3.2237,1.1593833333333334,[%emt 9.039] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.08,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2765,Yes,33.3,C65,530250290,75,10:59:00,900+0,0:15:00.000,2924,Yes,34.9,5.269230769230769,21.88,7.666666666666667,0.13356,1.8698400000000002,3.515541666666666,[%emt 0.1] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.08,?,damouno,mcstorytaller,1/2-1/2,0:15:00.000,1929,,30.2,D80,530250230,100,10:43:00,900+5,0:15:00.000,2117,,36.3,41.0,38.36363636363637,1.696969696969697,1.8834848484848485,3.2676363636363632,2.365818181818182,[%emt 6.447] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.08,?,Hutnik,exeComp,1/2-1/2,0:15:00.000,2759,Yes,34.4,B12,530250176,372,10:22:00,900+1,0:15:00.000,2818,Yes,62.4,27.272,5.209677419354839,0.08943089430894309,2.019258064516129,0.5869193548387097,0.4215934959349594,[%emt 0.892] Neither player has mating material
FICS rated standard game,FICS freechess.org,2023.02.08,?,foggydew,HappyPawns,0-1,0:15:00.000,2721,Yes,59.0,D02,530250120,78,10:29:00,900+1,0:15:00.000,2240,Yes,65.3,3.037037037037037,6.576923076923077,-347.82608695652175,3.273961538461538,3.480230769230769,3.8227999999999995,[%emt 2.245] White resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,Aromas,damouno,0-1,0:15:00.000,2113,,36.4,D30,530250071,58,10:35:00,900+0,0:15:00.000,1946,,24.8,-3.8,-118.05263157894737,-409.11764705882354,0.5482105263157895,1.6353157894736843,2.481368421052632,[%emt 6.425] White resigns
FICS rated standard game,FICS freechess.org,2023.02.08,?,HappyPawns,Speyside,1-0,0:15:00.000,2195,Yes,50.3,B28,530249954,103,10:02:00,900+1,0:15:00.000,2720,Yes,59.2,56.05714285714286,116.29411764705883,556.05,3.216794117647059,4.047352941176471,2.436617647058823,[%emt 0.817] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.08,?,rodnojo,damouno,1-0,0:15:00.000,2123,,36.6,C00,530249928,51,10:18:00,900+0,0:15:00.000,2041,,35.6,-5.0,-67.88235294117646,428.1875,0.4163529411764706,1.8376470588235296,0.5482500000000001,[%emt 18.741] Black resigns
